Specialization,Talent,Row,ColStart,ColSpan,Cost,UpLink,DownLink,LeftLink,RightLink,Description Found?,Column1
Niman Disciple,Force Assault,5,2,1,25,1,0,1,0,TRUE,Spend :tri: or :adv: :adv: :adv: on a missed Lightsaber (Willpower) combat check to immediately perform Move Force power action as maneuver.
Niman Disciple,Force Rating,5,3,1,25,0,0,0,1,TRUE,
Niman Disciple,Center of Being (Improved),5,4,1,25,1,0,1,0,TRUE,Suffer 1 strain to perform Center of Being maneuver as an Incidental.
Sage,Grit,1,1,1,5,0,0,0,0,TRUE,
Sage,Kill With Kindness,1,2,1,5,0,1,0,0,TRUE,
Sage,Researcher,1,3,1,5,0,1,0,0,TRUE,Remove :bk: per rank of Researcher from all knowledge checks. Researching a subject Lakes half the time.
Sage,Grit,1,4,1,5,0,0,0,0,TRUE,
Sage,Smooth Talker,2,1,1,10,0,0,0,1,TRUE,
Sage,Researcher,2,2,1,10,1,1,1,1,TRUE,
Sage,Confidence,2,3,1,10,1,1,1,1,TRUE,
Sage,Knowledge Specialization,2,4,1,10,0,0,1,0,TRUE,"When acquired, choose Knowledge skill. When making that skill check, may spend :tri: result to gain additional successes equal to ranks in Knowledge Specialization."
Sage,Valuable Facts,3,1,1,15,0,0,0,1,TRUE,"Once per encounter, perform a Valuable Facts action: make an Average (:pu: :pu: ) Knowledge check. If suuccessful, add :tri: to one ally's skill check during the encounter."
Sage,Smooth Talker,3,2,1,15,1,1,1,0,TRUE,
Sage,Knowledge Specialization,3,3,1,15,1,1,0,1,TRUE,
Sage,One With the Universe,3,4,1,15,0,0,1,0,TRUE,"Once per session, meditate, then perform One with the Universe action: make Average (:pu: :pu:) Astrogation check. If successful, add :lsp: to all Force power checks in next encounter. If successful with :thr: add :dsp: instead."
Sage,Force Rating,4,1,1,20,0,1,0,1,TRUE,
Sage,Grit,4,2,1,20,1,1,1,1,TRUE,
Sage,Preemptive Avoidance,4,3,1,20,1,1,1,1,TRUE,May spend 1 Destiny Point to disengage from engaged enemy as an out-of-turn incidental.
Sage,Knowledge Specialization,4,4,1,20,0,1,1,0,TRUE,
Sage,Balance,5,1,1,25,1,0,0,0,TRUE,"When the character recovers strain at the end of the encounter, he may add :wh: per Force rating. He recovers additional strain equal to :ldsp: generated."
Sage,The Force is My Ally,5,2,1,25,1,0,0,1,TRUE,"Once per session, may suffer 2 strain to perform Force power action as maneuver."
Sage,Natural Negotiator,5,3,1,25,1,0,1,0,TRUE,"Once per session, may reroll any 1 Cool or Negotiation check."
Sage,Force Rating,5,4,1,25,1,0,0,0,TRUE,
Protector,Toughened,1,1,1,5,0,0,0,0,TRUE,
Protector,Body Guard,1,2,1,5,0,1,0,0,TRUE,"Once per round, perform the Body Guard maneuver to guard an engaged character. Suffer a number of strain no greater than ranks of Body Guard. then until the beginning of the next turn upgrade the difficulty of combat checks targeting the character by that number."
Protector,Grit,1,3,1,5,0,0,0,0,TRUE,
Protector,Toughened,1,4,1,5,0,1,0,0,TRUE,
Protector,Parry,2,1,1,10,0,1,0,1,TRUE,
Protector,Physician,2,2,1,10,1,1,1,1,TRUE,
Protector,Stimpack Specialization,2,3,1,10,0,1,1,1,TRUE,Slimpacks heal 1 addilional wound per rank of Stimpack Specialization.
Protector,Force Protection,2,4,1,10,1,1,1,0,TRUE,Perform the Force Protection maneuver: suffer 1 strain and commit :wh: up to ranks of Force Protection. Increase soak by number of :wh: committed until beginning of next turn. Suffer 1 strain every turn :wh: remains committed.
Protector,Reflect,3,1,1,15,1,1,0,0,TRUE,
Protector,Stimpack Specialization,3,2,1,15,1,1,0,1,TRUE,
Protector,Heightened Awareness,3,3,1,15,1,1,1,1,TRUE,Allies within short range add :bl: to Perception or Vigilance checks. Engaged allies add :bl: :bl:.
Protector,Center of Being,3,4,1,15,1,0,1,0,TRUE,
Protector,Circle of Shelter,4,1,1,20,1,0,0,0,TRUE,When an engaged ally surfers a hit. may use Parry or Reflect incidental against the hit.
Protector,Force Protection,4,2,1,20,1,1,0,1,TRUE,
Protector,Grit,4,3,1,20,1,1,1,1,TRUE,
Protector,Body Guard,4,4,1,20,0,1,1,0,TRUE,
Protector,Center of Being,5,1,1,25,0,0,0,1,TRUE,
Protector,Force Rating,5,2,1,25,1,0,1,1,TRUE,
Protector,Dedication,5,3,1,25,1,0,1,1,TRUE,
Protector,Body Guard (Improved),5,4,1,25,1,0,1,0,TRUE,"Once per session, when an ally protected by the Body Guard maneuver suffers a hit, suffer the hit instead."
Soresu Defender,Parry,1,1,1,5,0,1,0,0,TRUE,
Soresu Defender,Parry,1,2,1,5,0,0,0,0,TRUE,
Soresu Defender,Toughened,1,3,1,5,0,0,0,0,TRUE,
Soresu Defender,Defensive Stance,1,4,1,5,0,1,0,0,TRUE,
Soresu Defender,Soresu Technique,2,1,1,10,1,1,0,1,TRUE,"When making a check using the Lightsaber skill, the character may use lntellect instead of Brawn."
Soresu Defender,Reflect,2,2,1,10,0,1,1,1,TRUE,
Soresu Defender,Grit,2,3,1,10,0,1,1,0,TRUE,
Soresu Defender,Grit,2,4,1,10,1,1,0,0,TRUE,
Soresu Defender,Confidence,3,1,1,15,1,1,0,1,TRUE,
Soresu Defender,Parry (Improved),3,2,1,15,1,1,1,1,TRUE,"When parrying a hit that generated :des: or :thr: :thr: :thr:, may hit attacker once with Lightsaber, Brawl, or Melee weapon (dealing base damage) after original attack resolves."
Soresu Defender,Defensive Circle,3,3,1,15,1,1,1,0,TRUE,"May take the Defensive Circle action. making a Hard(:pu: :pu: :pu:) Lightsaber (Intellect) check. The character, plus one ally within short range per :suc: gains X defense until the beginning of next turn. X equals 1 plus 1 per :adv: :adv:."
Soresu Defender,Parry,3,4,1,15,1,1,0,0,TRUE,
Soresu Defender,Parry,4,1,1,20,1,1,0,1,TRUE,
Soresu Defender,Reflect,4,2,1,20,1,0,1,1,TRUE,
Soresu Defender,Reflect,4,3,1,20,1,1,1,1,TRUE,
Soresu Defender,Defensive Stance,4,4,1,20,1,0,1,0,TRUE,
Soresu Defender,Parry (Supreme),5,1,1,25,1,0,0,1,TRUE,"If the user did not make a combat check during his previous turn, may suffer 1 strain to use Parry."
Soresu Defender,Dedication,5,2,1,25,0,0,1,1,TRUE,
Soresu Defender,Reflect (Improved),5,3,1,25,1,0,1,1,TRUE,"When reflecting a hit that generated :des: or :thr: :thr: :thr:, may hit one target in medium range with the same damage as the initial hit, after original attack resolves."
Soresu Defender,Strategic Form,5,4,1,25,0,0,0,1,TRUE,"May take the Strategic Form action. making a Hard (:pu: :pu: :pu:) Lightsaber (Intellect) check, rolling :wh: no greater than Force rating. If successrul, 1 target within short range may only attack character for 1 round. Spend :ldsp: to extend effects for 1 target for 1 round."
Makashi Duelist,Grit,1,1,1,5,0,0,0,0,TRUE,
Makashi Duelist,Resist Disarm,1,2,1,5,0,1,0,0,TRUE,Suffer 2 strain to avoid being disarmed or have weapon damaged or destroyed.
Makashi Duelist,Grit,1,3,1,5,0,0,0,0,TRUE,
Makashi Duelist,Parry,1,4,1,5,0,0,0,0,TRUE,
Makashi Duelist,Parry,2,1,1,10,0,1,0,1,TRUE,
Makashi Duelist,Makashi Technique,2,2,1,10,1,1,1,1,TRUE,When making a check using the Lightsaber skill. The character may use Presence instead of Brawn.
Makashi Duelist,Duelist's Training,2,3,1,10,0,1,1,1,TRUE,Add :bl: to Melee and Lightsaber checks when engaged with only one opponent.
Makashi Duelist,Feint,2,4,1,10,0,1,1,0,TRUE,Spend :tri: or :adv: :adv: :adv: generated on a missed melee attack to upgrade difficulty of opponent's next altack targeting character by ranks in Feint.
Makashi Duelist,Parry,3,1,1,15,1,1,0,1,TRUE,
Makashi Duelist,Feint,3,2,1,15,1,1,1,1,TRUE,
Makashi Duelist,Parry,3,3,1,15,1,1,1,0,TRUE,
Makashi Duelist,Parry,3,4,1,15,1,1,0,0,TRUE,
Makashi Duelist,Intense Presence,4,1,1,20,1,1,0,1,TRUE,Spend 1 Destiny Point to recover strain equal to Presence rating.
Makashi Duelist,Parry (Improved),4,2,1,20,1,1,1,0,TRUE,
Makashi Duelist,Grit,4,3,1,20,1,0,0,1,TRUE,
Makashi Duelist,Defensive Training,4,4,1,20,1,1,1,0,TRUE,
Makashi Duelist,Dedication,5,1,1,25,1,0,0,1,TRUE,
Makashi Duelist,Sum Djem,5,2,1,25,1,0,1,0,TRUE,
Makashi Duelist,Makashi Finish,5,3,1,25,0,0,0,1,TRUE,Take the Makashi Finish action. Perform a Lightsaber (Presence) combat check against engaged target. adding :wh: no greater than Force rating. Spend :ldsp: to add +10 to any resulting Critical Injury rolls.
Makashi Duelist,Makashi Flourish,5,4,1,25,1,0,1,0,TRUE,"Once per encounter. Perrorm Makashi Flourish action. Make an Average (:pu: :pu:) Lightsaber (Presence) check. 1 engaged opponent suffers strain equal to :suc:, and heal an equal amount of strain."
Seer,Forager,1,1,1,5,0,0,0,0,TRUE,"Remove up to :bk: :bk: from skill checks to find food, water, or shelter. Survival checks to forage take half the time."
Seer,Uncanny Reactions,1,2,1,5,0,1,0,0,TRUE,Add :bl: per rank of Uncanny Reactions to all Vigilance checks.
Seer,Grit,1,3,1,5,0,0,0,0,TRUE,
Seer,Expert Tracker,1,4,1,5,0,1,0,0,TRUE,Remove :bk: per rank of Expert Tracker from checks to find tracks or track targets. Decrease time to track a target by half.
Seer,Rapid Reaction,2,1,1,10,0,1,0,1,TRUE,Suffer a number of strain to add an equal number of :suc: to lnitiative checks. Strain suffered cannot exceed ranks in Rapid Reacuon.
Seer,Keen Eyed,2,2,1,10,1,1,1,1,TRUE,Remove :bk: per rank of Keen Eyed from Perception and Vigilance checks. Decrease time to search a specific area by half.
Seer,Uncanny Reactions,2,3,1,10,0,1,1,0,TRUE,
Seer,Toughened,2,4,1,10,1,1,0,0,TRUE,
Seer,Sense Danger,3,1,1,15,1,1,0,1,TRUE,
Seer,Grit,3,2,1,15,1,1,1,1,TRUE,
Seer,Forewarning,3,3,1,15,1,1,1,0,TRUE,
Seer,Preemptive Avoidance,3,4,1,15,1,1,0,0,TRUE,
Seer,Force Rating,4,1,1,20,1,1,0,1,TRUE,
Seer,Sense Advantage,4,2,1,20,1,1,1,1,TRUE,
Seer,The Force is My Ally,4,3,1,20,1,1,1,0,TRUE,
Seer,Dodge,4,4,1,20,1,0,0,0,TRUE,
Seer,Rapid Reaction,5,1,1,25,1,0,0,1,TRUE,
Seer,Toughened,5,2,1,25,1,0,1,0,TRUE,
Seer,Natural Mystic,5,3,1,25,1,0,0,1,TRUE,"Once per session, may reroll any 1 Force power check."
Seer,Force Rating,5,4,1,25,0,0,1,0,TRUE,
